"Manufacturer","Model_Name","Category","Screen_Size","Screen","CPU","RAM","Storage","GPU","Operating_System","Operating_System_Version","Weight","Price_in_Euros","CPU_Mark","G3D_Mark"
"Dell","Precision 5520","Workstation","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","8GB","256GB SSD","Nvidia Quadro M1200","Windows","10","2kg","2135,00","6924","3393"
"Lenovo","ThinkPad X1","2 in 1 Convertible","14.0""","Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.42kg","2509,00","3650","944"
"Asus","Rog GL753VD-GC042T","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows","10","3kg","1039,00","6954","5103"
"Asus","Rog GL753VE-GC070T","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows","10","3kg","1591,00","6954","5919"
"Acer","Aspire 5","Notebook","15.6""","IPS Panel 1366x768","Intel Core i5 8250U 1.6GHz","12GB","1TB HDD","Nvidia GeForce MX130","Windows","10","2.2kg","693,99","5948","1904"
"MSI","Leopard GP72M","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows","10","2.7kg","1349,00","6954","5919"
"Dell","Inspiron 5567","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","AMD Radeon R7 M445","Linux",,"2.33kg","778,87","3650","911"
"HP","15-BW004nv (A9-9420/4GB/256GB/Radeon","Ultrabook","15.6""","Full HD 1920x1080","AMD A9-Series 9420 3GHz","4GB","256GB SSD","AMD Radeon 520","Windows","10","1.91kg","499,00","1542","814"
"Lenovo","ThinkPad E580","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon RX 550","Windows","10","2.1kg","1229,56","5954","2725"
"Lenovo","ThinkPad L470","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.9kg","938,00","3412","944"
"Dell","Precision M5520","Workstation","15.6""","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M1200","Windows","10","1.78kg","2712,00","6954","3393"
"Lenovo","Thinkpad X1","Ultrabook","14.0""","IPS Panel 2560x1440","Intel Core i7 7500U 2.7GHz","16GB","1TB SSD","Intel HD Graphics 620","Windows","10","1.13kg","2625,00","3650","944"
"Lenovo","IdeaPad 320-15IAP","Notebook","15.6""","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows","10","2.2kg","306,00","1131","297"
"Asus","FX753VD-GC461T (i7-7700HQ/16GB/1TB","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","2.9kg","1529,00","6954","5103"
"Lenovo","ThinkPad E580","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD +  1TB HDD","AMD Radeon RX 550","Windows","10","2.1kg","1144,50","5948","2725"
"Acer","Aspire 7","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Linux",,"2.5kg","879,00","6954","5103"
"MSI","GE73VR 7RF","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","2.8kg","2249,00","6954","10465"
"Asus","Zenbook 3","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.10kg","1873,00","3650","944"
"Toshiba","Portege Z30-C-16P","Ultrabook","13.3""","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows","10","1.2kg","1747,00","3276","863"
"Dell","Latitude 7480","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","512GB SSD","Intel HD Graphics","Windows","10","1.36kg","1680,00","3638","919"
"Lenovo","IdeaPad 320-15ISK","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows","10","2.2kg","409,00","2273","863"
"Lenovo","Lenovo IdeaPad","Notebook","11.6""","1366x768","Intel Celeron Dual Core N3350 1.1GHz","2GB","32GB Flash Storage","Intel HD Graphics 500","Windows","10","1.15kg","304,45","1131","297"
"Lenovo","ThinkPad P51","Workstation","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","512GB SSD","Nvidia Quadro M1200","Windows","10","2.67kg","1925,00","6954","3393"
"Lenovo","Thinkpad T470p","Ultrabook","14.0""","IPS Panel Full HD 2560x1440","Intel Core i7 7700HQ 2.8GHz","8GB","512GB SSD","Nvidia GeForce GT 940MX","Windows","10","1.7kg","1943,00","6954","1510"
"HP","15-BS028nv (i3-6006U/4GB/1TB/Radeon","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon 520","Windows","10","2.1kg","469,00","2273","814"
"Acer","Aspire R7","2 in 1 Convertible","13.3""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows","10","1.6kg","789,01","3276","863"
"Asus","ZenBook Flip","2 in 1 Convertible","13.3""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.27kg","928,00","3412","944"
"Dell","Inspiron 3567","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","AMD Radeon R5 M430","Linux",,"2.3kg","598,90","3412","649"
"Dell","Latitude 3380","Notebook","13.3""","1366x768","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows","10","1.65kg","689,00","2273","863"
"HP","EliteBook 1040","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows","10","1.43kg","1500,00","3276","863"
"Dell","Inspiron 3567","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.14kg","539,95","3412","944"
"Lenovo","ThinkPad E480","Ultrabook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon RX 550","Windows","10","1.75kg","1215,38","5954","2725"
"Lenovo","Yoga 720-15IKB","2 in 1 Convertible","15.6""","IPS Panel 4K Ultra HD / Touchscreen 3840","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows","10","2kg","1899,00","6954","5103"
"Chuwi","LapBook 12.3","Notebook","12.3""","IPS Panel Retina Display 2736x1824","Intel Celeron Quad Core N3450 1.1GHz","6GB","64GB Flash Storage","Intel HD Graphics 500","Windows","10","1.4kg","449,00","1929","297"
"HP","ProBook 650","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","256GB SSD","Intel HD Graphics 630","Windows","10","2.31kg","1427,00","7171","1128"
"Asus","X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Linux",,"2.3kg","597,00","2710","1510"
"Dell","Alienware 17","Gaming","17.3""","IPS Panel 2560x1440","Intel Core i7 7820HK 2.9GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","4.42kg","2799,00","7714","10465"
"Dell","Inspiron 7577","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows","10","2.62kg","1159,00","6954","5919"
"Dell","Inspiron 5570","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD +  2TB HDD","AMD Radeon 530","Windows","10","2.02kg","1142,40","5954","947"
"Dell","Latitude 5480","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Linux",,"1.6kg","1099,00","3638","944"
"HP","Omen 17-w207nv","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","3.35kg","1999,00","6954","10465"
"Mediacom","FlexBook Edge","2 in 1 Convertible","11.6""","IPS Panel Full HD / Touchscreen 1920x108","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB SSD","Intel HD Graphics 500","Windows","10","1.16kg","299,00","1131","297"
"Samsung","Chromebook 3","Netbook","11.6""","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS",,"1.15kg","269,00","660","452"
"Lenovo","Thinkpad 13","Notebook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.4kg","1010,00","3650","944"
"Lenovo","IdeaPad 320s-14IKB","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.7kg","599,00","2986","944"
"Lenovo","Thinkpad T570","Workstation","15.6""","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz","16GB","512GB SSD","Nvidia GeForce 940MX","Windows","10","2.3kg","2445,00","3638","1510"
"Lenovo","Thinkpad P51","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","16GB","512GB SSD","Nvidia Quadro M2200M","Windows","10","2.5kg","2449,00","7171","4365"
"Asus","Rog Strix","Gaming","17.3""","Full HD 1920x1080","AMD Ryzen 1600 3.2GHz","8GB","256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows","10","3.2kg","1695,00","12325","8893"
"HP","15-ra044nv (N3060/4GB/500GB/W10)","Notebook","15.6""","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB HDD","Intel HD Graphics 400","Windows","10","2.1kg","347,00","660","452"
"Google","Pixelbook (Core","Ultrabook","12.3""","Touchscreen 2400x1600","Intel Core i7 7Y75 1.3GHz","16GB","512GB SSD","Intel HD Graphics 615","Chrome OS",,"1.1kg","2199,00","2629","725"
"Lenovo","ThinkPad T470s","Ultrabook","14.0""","2560x1440","Intel Core i7 7500U 2.7GHz","24GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.32kg","2382,00","3650","944"
"Asus","VivoBook Max","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Linux",,"2kg","559,00","3412","944"
"Lenovo","IdeaPad 320-15AST","Notebook","17.3""","1600x900","AMD A6-Series 9220 2.5GHz","8GB","1TB HDD","AMD Radeon R4","Windows","10","2.8kg","519,00","1281","333"
"Dell","Inspiron 5570","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","256GB SSD","AMD Radeon 530","Windows","10","2.2kg","749,00","5948","947"
"Lenovo","ThinkPad X270","Ultrabook","12.5""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.36kg","1429,00","3412","944"
"Lenovo","IdeaPad 320-15IAP","Notebook","15.6""","Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz","4GB","128GB SSD","Intel HD Graphics 505","Windows","10","2.2kg","349,00","2140","344"
"HP","Omen 15-AX205na","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","2.2kg","1099,00","6954","5103"
"Dell","Latitude 5480","Notebook","14.0""","Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows","10","1.64kg","1179,00","5493","1309"
"Acer","Aspire ES1-572","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Linux",,"2.4kg","441,80","3412","944"
"Dell","Precision 3520","Workstation","15.6""","Full HD 1920x1080","Intel Xeon E3-1505M V6 3GHz","8GB","64GB Flash Storage +  1TB HDD","Nvidia Quadro M620","Windows","10","2.23kg","1993,00","7004","2805"
"MSI","GV62 7RD-1686NL","Gaming","15.6""","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows","10","2.2kg","1027,74","5118","5103"
"Microsoft","Surface Laptop","Ultrabook","13.5""","Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz","16GB","512GB SSD","Intel Iris Plus Graphics 640","Windows","10 S","1.25kg","2589,00","4115","1331"
"HP","15-bs024nv (i5-7200U/8GB/128GB/W10)","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.91kg","589,00","3412","944"
"Dell","Precision 3520","Workstation","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","256GB SSD","Nvidia Quadro M620","Windows","10","2.17kg","1975,00","6924","2805"
"HP","ProBook 650","Workstation","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows","10","2.31kg","1534,00","7171","944"
"Lenovo","ThinkPad T470","Notebook","14.0""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.65kg","1345,00","3412","944"
"Dell","Inspiron 5570","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows","10","2.36kg","979,00","5954","947"
"Dell","Inspiron 3168","2 in 1 Convertible","11.6""","Touchscreen 1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","500GB HDD","Intel HD Graphics 405","Windows","10","1.47kg","479,00","1351","487"
"Dell","Alienware 17","Notebook","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.7GHz","8GB","1TB HDD","Nvidia GeForce GTX 1060","Windows","10","4.42kg","2046,00","6954","8161"
"Microsoft","Surface Laptop","Ultrabook","13.5""","Touchscreen 2256x1504","Intel Core M m3-7Y30 2.2GHz","4GB","128GB SSD","Intel HD Graphics 615","Windows","10 S","1.252kg","989,00","2576","725"
"Microsoft","Surface Laptop","Ultrabook","13.5""","Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz","8GB","256GB SSD","Intel Iris Plus Graphics 640","Windows","10 S","1.25kg","1799,00","4115","1331"
"HP","17-BS092ND (i3-6006U/8GB/256GB/W10)","Notebook","17.3""","1600x900","Intel Core i3 6006U 2GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows","10","2.5kg","639,90","2273","863"
"Acer","Aspire E5-576G","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows","10","2.23kg","544,00","2273","1510"
"Acer","TravelMate B","Netbook","11.6""","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","128GB SSD","Intel HD Graphics 400","Windows","10","1.4kg","435,00","660","452"
"Asus","Pro P2540UA-AB51","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.37kg","749,00","3412","944"
"Lenovo","IdeaPad 510s-14IKB","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","AMD Radeon R7 M460","No OS",,"1.5kg","799,00","3650","1047"
"Lenovo","Thinkpad P51","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","256GB SSD","Nvidia Quadro M2200M","Windows","10","2.67kg","2090,00","7171","4365"
"Asus","X541NA-PD1003Y (N4200/4GB/500GB/W10)","Notebook","15.6""","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows","10","2kg","304,00","2140","297"
"Acer","Aspire 5","Notebook","15.6""","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Nvidia GeForce GTX 940MX","Windows","10","2.2kg","469,00","2273","1510"
"Dell","Inspiron 5570","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","2TB HDD","AMD Radeon 530","Windows","10","2.02kg","759,00","5948","947"
"HP","Omen 17-an006nv","Gaming","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","Nvidia GeForce GTX 1060","Windows","10","3.78kg","1699,00","6954","8161"
"Lenovo","Thinkpad T460s","Ultrabook","14.0""","IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz","12GB","256GB SSD","Intel HD Graphics 520","Windows","10","1.4kg","1858,00","3507","863"
"HP","Spectre x360","2 in 1 Convertible","13.3""","IPS Panel 4K Ultra HD / Touchscreen 3840","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Intel UHD Graphics 620","Windows","10","1.29kg","1999,00","5954","1038"
"HP","ZBook 15u","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","500GB HDD","AMD FirePro W4190M ","Windows","10","1.9kg","1154,00","3412","1117"
"Google","Pixelbook (Core","Ultrabook","12.3""","Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz","8GB","128GB SSD","Intel HD Graphics 615","Chrome OS",,"1.1kg","1275,00","2850","725"
"Dell","Latitude 7390","Ultrabook","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.42kg","1841,85","5948","1038"
"Asus","ZenBook Pro","Notebook","15.6""","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","12GB","128GB SSD +  1TB HDD","Intel HD Graphics 530","Windows","10","2.06kg","1299,00","6550","982"
"Dell","Latitude E5470","Notebook","14.0""","1366x768","Intel Core i3 6100U 2.3GHz","8GB","128GB SSD","Intel HD Graphics 520","Windows","10","1.79kg","740,00","2634","863"
"Dell","Precision M5520","Workstation","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M1200","Windows","10","1.78kg","2408,00","6954","3393"
"Lenovo","Thinkpad T470","Notebook","14.0""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1GB SSD","Intel HD Graphics 620","Windows","10","1.7kg","1364,00","3412","944"
"Dell","Inspiron 3576","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","AMD Radeon 520","Windows","10","2.2kg","675,00","5948","814"
"Toshiba","Portege X30-D-10J","Notebook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.05kg","1672,00","3412","944"
"Dell","Inspiron 7570","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Nvidia GeForce 940MX","Windows","10","2.16kg","1262,00","5954","1510"
"Dell","Vostro 3568","Notebook","15.6""","1366x768","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.18kg","586,60","2710","944"
"HP","ProBook 430","Notebook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","128GB SSD","Intel UHD Graphics 620","Windows","10","1.49kg","726,00","5948","1038"
"Chuwi","Lapbook 15,6","Notebook","15.6""","Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics","Windows","10","1.89kg","248,90","921","919"
"Lenovo","ThinkPad E570","Notebook","15.6""","1366x768","Intel Core i3 6006U 2.0GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows","10","2.3kg","565,00","2273","863"
"Lenovo","ThinkPad E480","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.75kg","1049,00","5948","1038"
"Dell","Precision 3520","Workstation","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","512GB SSD","Nvidia Quadro M620","Windows","10","2.17kg","2338,00","6924","2805"
"Dell","XPS 15","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows","10","2.06kg","1899,00","6954","5103"
"Lenovo","Thinkpad X270","Ultrabook","12.5""","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.36kg","1798,00","3650","944"
"Asus","Zenbook UX390UA","Ultrabook","12.5""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows","10","0.91kg","1950,00","3650","944"
"Lenovo","Thinkpad E570","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows","10","2.3kg","1011,99","3412","1510"
"Toshiba","Portege X30-D-10L","Ultrabook","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","32GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.05kg","2799,00","3650","944"
"Asus","VivoBook Pro","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","1.99kg","1350,00","6954","5103"
"Acer","Aspire 5","Notebook","15.6""","1366x768","AMD A10-Series 9620P 2.5GHz","8GB","1TB HDD","AMD Radeon RX 540","Windows","10","2.2kg","579,00","2503","1825"
"Asus","Rog G752VL-UH71T","Gaming","17.3""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i7 6700HQ 2.6GHz","24GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows","10","4.33kg","1269,00","6550","3924"
"Lenovo","Thinkpad X260","Ultrabook","12.5""","IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz","8GB","1GB SSD","Intel HD Graphics 520","Windows","10","1.3kg","1099,00","3024","863"
"Lenovo","Ideapad 520-15IKBR","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","2.17kg","898,90","5954","1038"
"HP","EliteBook 840","Notebook","14.0""","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","1TB SSD","Intel HD Graphics 620","Windows","10","1.48kg","1749,00","3638","944"
"Lenovo","ThinkPad 13","Notebook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.4kg","949,00","2710","944"
"Lenovo","ThinkPad L570","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","2.3kg","911,00","3412","944"
